,date,region,total_cc,imported_cc,sub_total_epilinks_cc,shincheonji_cc,small_clusters_cc,contacts_cc,epi_link_imported_cc,other_cc,new_cc,date_date
1183,26/05/2020,Daejeon,45,14,22,2.0,12,8,0.0,9,0.0,2020-05-26
1184,26/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,0.0,2020-05-26
1185,26/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-26
1186,26/05/2020,Gyeonggi,768,181,539,29.0,396,52,62.0,48,2.0,2020-05-26
1187,26/05/2020,Gangwon,56,16,33,17.0,16,0,0.0,7,0.0,2020-05-26
1188,26/05/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,1.0,2020-05-26
1189,26/05/2020,Chung- nam,145,13,122,0.0,120,1,1.0,10,0.0,2020-05-26
1190,26/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-05-26
1191,26/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0,2020-05-26
1192,26/05/2020,Gyeong- buk,1378,13,1232,566.0,476,190,0.0,133,1.0,2020-05-26
1193,26/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0,2020-05-26
1194,26/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-26
1195,26/05/2020,Airport,521,521,0,0.0,0,0,0.0,0,2.0,2020-05-26
1196,26/05/2020,Total,11225,1218,8959,5212.0,2354,1235,158.0,1048,19.0,2020-05-26
1197,27/05/2020,Seoul,802,271,501,8.0,403,21,69.0,30,19.0,2020-05-27
1198,27/05/2020,Busan,144,27,88,12.0,57,18,1.0,29,0.0,2020-05-27
1199,27/05/2020,Daegu,6878,26,6119,4510.0,685,920,4.0,733,3.0,2020-05-27
1200,27/05/2020,Incheon,158,48,105,2.0,90,6,7.0,5,11.0,2020-05-27
1201,27/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-27
1202,27/05/2020,Daejeon,45,14,22,2.0,12,8,0.0,9,0.0,2020-05-27
1203,27/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,0.0,2020-05-27
1204,27/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-27
1205,27/05/2020,Gyeonggi,774,181,544,29.0,397,56,62.0,49,6.0,2020-05-27
1206,27/05/2020,Gangwon,56,16,33,17.0,16,0,0.0,7,0.0,2020-05-27
1207,27/05/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0,2020-05-27
1208,27/05/2020,Chung- nam,145,13,122,0.0,120,1,1.0,10,0.0,2020-05-27
1209,27/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-05-27
1210,27/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0,2020-05-27
1211,27/05/2020,Gyeong- buk,1378,13,1233,566.0,477,190,0.0,132,0.0,2020-05-27
1212,27/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0,2020-05-27
1213,27/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-27
1214,27/05/2020,Airport,522,522,0,0.0,0,0,0.0,0,1.0,2020-05-27
1215,27/05/2020,Total,11265,1221,8991,5212.0,2379,1242,158.0,1053,40.0,2020-05-27
1216,28/05/2020,Seoul,826,273,520,8.0,425,18,69.0,33,24.0,2020-05-28
1217,28/05/2020,Busan,145,28,88,12.0,57,18,1.0,29,1.0,2020-05-28
1218,28/05/2020,Daegu,6880,26,6118,4510.0,684,920,4.0,736,2.0,2020-05-28
1219,28/05/2020,Incheon,180,48,127,2.0,112,6,7.0,5,22.0,2020-05-28
1220,28/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-28
1221,28/05/2020,Daejeon,45,14,22,2.0,12,8,0.0,9,0.0,2020-05-28
1222,28/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,0.0,2020-05-28
1223,28/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-28
1224,28/05/2020,Gyeonggi,795,181,566,29.0,423,52,62.0,48,21.0,2020-05-28
1225,28/05/2020,Gangwon,56,16,33,17.0,16,0,0.0,7,0.0,2020-05-28
1226,28/05/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0,2020-05-28
1227,28/05/2020,Chung- nam,146,13,123,0.0,121,1,1.0,10,1.0,2020-05-28
1228,28/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-05-28
1229,28/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0,2020-05-28
1230,28/05/2020,Gyeong- buk,1379,14,1233,566.0,477,190,0.0,132,1.0,2020-05-28
1231,28/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0,2020-05-28
1232,28/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-28
1233,28/05/2020,Airport,529,529,0,0.0,0,0,0.0,0,7.0,2020-05-28
1234,28/05/2020,Total,11344,1232,9054,5212.0,2449,1235,158.0,1058,79.0,2020-05-28
1235,29/05/2020,Seoul,846,274,538,8.0,443,18,69.0,34,20.0,2020-05-29
1236,29/05/2020,Busan,145,28,88,12.0,57,18,1.0,29,0.0,2020-05-29
1237,29/05/2020,Daegu,6880,26,6118,4510.0,684,920,4.0,736,0.0,2020-05-29
1238,29/05/2020,Incheon,198,48,144,2.0,129,6,7.0,6,18.0,2020-05-29
1239,29/05/2020,Gwangju,30,14,16,9.0,0,1,6.0,0,0.0,2020-05-29
1240,29/05/2020,Daejeon,45,14,22,2.0,12,8,0.0,9,0.0,2020-05-29
1241,29/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,0.0,2020-05-29
1242,29/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-29
1243,29/05/2020,Gyeonggi,815,183,583,29.0,438,54,62.0,49,20.0,2020-05-29
1244,29/05/2020,Gangwon,56,16,33,17.0,16,0,0.0,7,0.0,2020-05-29
1245,29/05/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0,2020-05-29
1246,29/05/2020,Chung- nam,146,13,123,0.0,121,1,1.0,10,0.0,2020-05-29
1247,29/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-05-29
1248,29/05/2020,Jeonnam,18,10,5,1.0,1,2,1.0,3,0.0,2020-05-29
1249,29/05/2020,Gyeong- buk,1379,14,1233,566.0,477,190,0.0,132,0.0,2020-05-29
1250,29/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0,2020-05-29
1251,29/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-29
1252,29/05/2020,Airport,529,529,0,0.0,0,0,0.0,0,0.0,2020-05-29
1253,29/05/2020,Total,11402,1235,9106,5212.0,2499,1237,158.0,1061,58.0,2020-05-29
1254,30/05/2020,Seoul,855,276,542,8.0,447,18,69.0,37,9.0,2020-05-30
1255,30/05/2020,Busan,146,28,88,12.0,57,18,1.0,30,1.0,2020-05-30
1256,30/05/2020,Daegu,6882,27,6118,4510.0,684,920,4.0,737,2.0,2020-05-30
1257,30/05/2020,Incheon,203,48,149,2.0,134,6,7.0,6,5.0,2020-05-30
1258,30/05/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,2.0,2020-05-30
1259,30/05/2020,Daejeon,45,14,22,2.0,12,8,0.0,9,0.0,2020-05-30
1260,30/05/2020,Ulsan,50,19,24,16.0,2,3,3.0,7,0.0,2020-05-30
1261,30/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-30
1262,30/05/2020,Gyeonggi,828,184,595,29.0,450,53,63.0,49,13.0,2020-05-30
1263,30/05/2020,Gangwon,57,16,34,17.0,17,0,0.0,7,1.0,2020-05-30
1264,30/05/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0,2020-05-30
1265,30/05/2020,Chung- nam,146,13,123,0.0,121,1,1.0,10,0.0,2020-05-30
1266,30/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-05-30
1267,30/05/2020,Jeonnam,19,11,5,1.0,1,2,1.0,3,1.0,2020-05-30
1268,30/05/2020,Gyeong- buk,1379,14,1233,566.0,477,190,0.0,132,0.0,2020-05-30
1269,30/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0,2020-05-30
1270,30/05/2020,Jeju,14,8,2,0.0,1,0,1.0,4,0.0,2020-05-30
1271,30/05/2020,Airport,534,534,0,0.0,0,0,0.0,0,5.0,2020-05-30
1272,30/05/2020,Total,11441,1247,9128,5212.0,2521,1236,159.0,1066,39.0,2020-05-30
1273,31/05/2020,Seoul,861,277,546,8.0,451,18,69.0,38,6.0,2020-05-31
1274,31/05/2020,Busan,147,29,88,12.0,57,18,1.0,30,1.0,2020-05-31
1275,31/05/2020,Daegu,6883,28,6118,4510.0,684,920,4.0,737,1.0,2020-05-31
1276,31/05/2020,Incheon,206,48,152,2.0,137,6,7.0,6,3.0,2020-05-31
1277,31/05/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0,2020-05-31
1278,31/05/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,1.0,2020-05-31
1279,31/05/2020,Ulsan,52,21,24,16.0,2,3,3.0,7,2.0,2020-05-31
1280,31/05/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-05-31
1281,31/05/2020,Gyeonggi,840,189,601,29.0,456,53,63.0,50,12.0,2020-05-31
1282,31/05/2020,Gangwon,57,16,34,17.0,17,0,0.0,7,0.0,2020-05-31
1283,31/05/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0,2020-05-31
1284,31/05/2020,Chung- nam,146,13,123,0.0,121,1,1.0,10,0.0,2020-05-31
1285,31/05/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-05-31
1286,31/05/2020,Jeonnam,19,11,5,1.0,1,2,1.0,3,0.0,2020-05-31
1287,31/05/2020,Gyeong- buk,1379,14,1233,566.0,477,190,0.0,132,0.0,2020-05-31
1288,31/05/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0,2020-05-31
1289,31/05/2020,Jeju,15,9,2,0.0,1,0,1.0,4,1.0,2020-05-31
1290,31/05/2020,Airport,534,534,0,0.0,0,0,0.0,0,0.0,2020-05-31
1291,31/05/2020,Total,11468,1259,9141,5212.0,2534,1236,159.0,1068,27.0,2020-05-31
1292,01/06/2020,Seoul,862,278,546,8.0,451,18,69.0,38,1.0,2020-06-01
1293,01/06/2020,Busan,147,29,88,12.0,57,18,1.0,30,0.0,2020-06-01
1294,01/06/2020,Daegu,6884,28,6118,4510.0,686,918,4.0,738,1.0,2020-06-01
1295,01/06/2020,Incheon,224,48,169,2.0,154,6,7.0,7,18.0,2020-06-01
1296,01/06/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0,2020-06-01
1297,01/06/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,0.0,2020-06-01
1298,01/06/2020,Ulsan,52,21,24,16.0,2,3,3.0,7,0.0,2020-06-01
1299,01/06/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-06-01
1300,01/06/2020,Gyeonggi,852,190,611,29.0,466,53,63.0,51,12.0,2020-06-01
1301,01/06/2020,Gangwon,57,16,34,17.0,17,0,0.0,7,0.0,2020-06-01
1302,01/06/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0,2020-06-01
1303,01/06/2020,Chung- nam,146,13,123,0.0,121,1,1.0,10,0.0,2020-06-01
1304,01/06/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-06-01
1305,01/06/2020,Jeonnam,20,12,5,1.0,1,2,1.0,3,1.0,2020-06-01
1306,01/06/2020,Gyeong- buk,1379,14,1233,566.0,477,190,0.0,132,0.0,2020-06-01
1307,01/06/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0,2020-06-01
1308,01/06/2020,Jeju,15,9,2,0.0,1,0,1.0,4,0.0,2020-06-01
1309,01/06/2020,Airport,536,536,0,0.0,0,0,0.0,0,2.0,2020-06-01
1310,01/06/2020,Total,11503,1264,9168,5212.0,2563,1234,159.0,1071,35.0,2020-06-01
1311,02/06/2020,Seoul,876,279,556,8.0,461,18,69.0,41,14.0,2020-06-02
1312,02/06/2020,Busan,147,29,88,12.0,57,18,1.0,30,0.0,2020-06-02
1313,02/06/2020,Daegu,6884,28,6118,4511.0,686,917,4.0,738,0.0,2020-06-02
1314,02/06/2020,Incheon,232,48,177,2.0,162,6,7.0,7,8.0,2020-06-02
1315,02/06/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0,2020-06-02
1316,02/06/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,0.0,2020-06-02
1317,02/06/2020,Ulsan,52,21,24,16.0,2,3,3.0,7,0.0,2020-06-02
1318,02/06/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-06-02
1319,02/06/2020,Gyeonggi,867,190,624,29.0,478,54,63.0,53,15.0,2020-06-02
1320,02/06/2020,Gangwon,57,16,34,17.0,17,0,0.0,7,0.0,2020-06-02
1321,02/06/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0,2020-06-02
1322,02/06/2020,Chung- nam,146,13,123,0.0,121,1,1.0,10,0.0,2020-06-02
1323,02/06/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-06-02
1324,02/06/2020,Jeonnam,20,12,5,1.0,1,2,1.0,3,0.0,2020-06-02
1325,02/06/2020,Gyeong- buk,1379,14,1233,566.0,477,190,0.0,132,0.0,2020-06-02
1326,02/06/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0,2020-06-02
1327,02/06/2020,Jeju,15,9,2,0.0,1,0,1.0,4,0.0,2020-06-02
1328,02/06/2020,Airport,537,537,0,0.0,0,0,0.0,0,1.0,2020-06-02
1329,02/06/2020,Total,11541,1266,9199,5213.0,2593,1234,159.0,1076,38.0,2020-06-02
1330,03/06/2020,Seoul,895,281,570,8.0,475,18,69.0,44,19.0,2020-06-03
1331,03/06/2020,Busan,147,29,88,12.0,57,18,1.0,30,0.0,2020-06-03
1332,03/06/2020,Daegu,6885,28,6118,4511.0,686,917,4.0,739,1.0,2020-06-03
1333,03/06/2020,Incheon,249,48,192,2.0,177,6,7.0,9,17.0,2020-06-03
1334,03/06/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0,2020-06-03
1335,03/06/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,0.0,2020-06-03
1336,03/06/2020,Ulsan,52,21,24,16.0,2,3,3.0,7,0.0,2020-06-03
1337,03/06/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-06-03
1338,03/06/2020,Gyeonggi,879,191,634,29.0,489,53,63.0,54,12.0,2020-06-03
1339,03/06/2020,Gangwon,57,16,34,17.0,17,0,0.0,7,0.0,2020-06-03
1340,03/06/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0,2020-06-03
1341,03/06/2020,Chung- nam,146,13,123,0.0,121,1,1.0,10,0.0,2020-06-03
1342,03/06/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-06-03
1343,03/06/2020,Jeonnam,20,12,5,1.0,1,2,1.0,3,0.0,2020-06-03
1344,03/06/2020,Gyeong- buk,1379,14,1233,566.0,477,190,0.0,132,0.0,2020-06-03
1345,03/06/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0,2020-06-03
1346,03/06/2020,Jeju,15,9,2,0.0,1,0,1.0,4,0.0,2020-06-03
1347,03/06/2020,Airport,537,537,0,0.0,0,0,0.0,0,0.0,2020-06-03
1348,03/06/2020,Total,11590,1269,9238,5213.0,2633,1233,159.0,1083,49.0,2020-06-03
1349,04/06/2020,Seoul,909,282,581,8.0,485,19,69.0,46,14.0,2020-06-04
1350,04/06/2020,Busan,147,29,88,12.0,57,18,1.0,30,0.0,2020-06-04
1351,04/06/2020,Daegu,6885,28,6118,4511.0,686,917,4.0,739,0.0,2020-06-04
1352,04/06/2020,Incheon,256,48,198,2.0,182,7,7.0,10,7.0,2020-06-04
1353,04/06/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0,2020-06-04
1354,04/06/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,0.0,2020-06-04
1355,04/06/2020,Ulsan,52,21,24,16.0,2,3,3.0,7,0.0,2020-06-04
1356,04/06/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-06-04
1357,04/06/2020,Gyeonggi,894,193,647,29.0,499,56,63.0,54,15.0,2020-06-04
1358,04/06/2020,Gangwon,57,16,34,17.0,17,0,0.0,7,0.0,2020-06-04
1359,04/06/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0,2020-06-04
1360,04/06/2020,Chung- nam,146,13,123,0.0,121,1,1.0,10,0.0,2020-06-04
1361,04/06/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-06-04
1362,04/06/2020,Jeonnam,20,12,5,1.0,1,2,1.0,3,0.0,2020-06-04
1363,04/06/2020,Gyeong- buk,1380,15,1233,566.0,477,190,0.0,132,1.0,2020-06-04
1364,04/06/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0,2020-06-04
1365,04/06/2020,Jeju,15,9,2,0.0,1,0,1.0,4,0.0,2020-06-04
1366,04/06/2020,Airport,539,539,0,0.0,0,0,0.0,0,2.0,2020-06-04
1367,04/06/2020,Total,11629,1275,9268,5213.0,2658,1238,159.0,1086,39.0,2020-06-04
1368,05/06/2020,Seoul,924,282,590,8.0,494,19,69.0,52,15.0,2020-06-05
1369,05/06/2020,Busan,147,29,88,12.0,57,18,1.0,30,0.0,2020-06-05
1370,05/06/2020,Daegu,6886,28,6118,4511.0,686,917,4.0,740,1.0,2020-06-05
1371,05/06/2020,Incheon,262,48,206,2.0,191,6,7.0,8,6.0,2020-06-05
1372,05/06/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0,2020-06-05
1373,05/06/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,0.0,2020-06-05
1374,05/06/2020,Ulsan,52,21,24,16.0,2,3,3.0,7,0.0,2020-06-05
1375,05/06/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-06-05
1376,05/06/2020,Gyeonggi,907,196,655,29.0,508,55,63.0,56,13.0,2020-06-05
1377,05/06/2020,Gangwon,57,16,34,17.0,17,0,0.0,7,0.0,2020-06-05
1378,05/06/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0,2020-06-05
1379,05/06/2020,Chung- nam,147,13,124,0.0,122,1,1.0,10,1.0,2020-06-05
1380,05/06/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-06-05
1381,05/06/2020,Jeonnam,20,12,5,1.0,1,2,1.0,3,0.0,2020-06-05
1382,05/06/2020,Gyeong- buk,1382,16,1233,566.0,477,190,0.0,133,2.0,2020-06-05
1383,05/06/2020,Gyeong- nam,123,17,87,32.0,48,6,1.0,19,0.0,2020-06-05
1384,05/06/2020,Jeju,15,9,2,0.0,1,0,1.0,4,0.0,2020-06-05
1385,05/06/2020,Airport,540,540,0,0.0,0,0,0.0,0,1.0,2020-06-05
1386,05/06/2020,Total,11668,1280,9294,5213.0,2686,1236,159.0,1094,39.0,2020-06-05
1387,06/06/2020,Seoul,947,282,615,8.0,519,19,69.0,50,23.0,2020-06-06
1388,06/06/2020,Busan,147,29,88,12.0,57,18,1.0,30,0.0,2020-06-06
1389,06/06/2020,Daegu,6886,28,6118,4511.0,686,917,4.0,740,0.0,2020-06-06
1390,06/06/2020,Incheon,273,49,214,2.0,199,6,7.0,10,11.0,2020-06-06
1391,06/06/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0,2020-06-06
1392,06/06/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,0.0,2020-06-06
1393,06/06/2020,Ulsan,52,21,24,16.0,2,3,3.0,7,0.0,2020-06-06
1394,06/06/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-06-06
1395,06/06/2020,Gyeonggi,915,197,663,29.0,517,54,63.0,55,8.0,2020-06-06
1396,06/06/2020,Gangwon,58,16,35,17.0,18,0,0.0,7,1.0,2020-06-06
1397,06/06/2020,Chung- buk,60,8,42,6.0,27,7,2.0,10,0.0,2020-06-06
1398,06/06/2020,Chung- nam,148,13,125,0.0,123,1,1.0,10,1.0,2020-06-06
1399,06/06/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-06-06
1400,06/06/2020,Jeonnam,20,12,5,1.0,1,2,1.0,3,0.0,2020-06-06
1401,06/06/2020,Gyeong- buk,1383,16,1234,566.0,478,190,0.0,133,1.0,2020-06-06
1402,06/06/2020,Gyeong- nam,124,18,87,32.0,48,6,1.0,19,1.0,2020-06-06
1403,06/06/2020,Jeju,15,9,2,0.0,1,0,1.0,4,0.0,2020-06-06
1404,06/06/2020,Airport,545,545,0,0.0,0,0,0.0,0,5.0,2020-06-06
1405,06/06/2020,Total,11719,1288,9338,5213.0,2731,1235,159.0,1093,51.0,2020-06-06
1406,07/06/2020,Seoul,974,282,638,8.0,541,20,69.0,54,27.0,2020-06-07
1407,07/06/2020,Busan,147,29,88,12.0,57,18,1.0,30,0.0,2020-06-07
1408,07/06/2020,Daegu,6887,28,6118,4511.0,686,917,4.0,741,1.0,2020-06-07
1409,07/06/2020,Incheon,279,49,222,2.0,207,6,7.0,8,6.0,2020-06-07
1410,07/06/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0,2020-06-07
1411,07/06/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,0.0,2020-06-07
1412,07/06/2020,Ulsan,53,22,24,16.0,2,3,3.0,7,0.0,2020-06-07
1413,07/06/2020,Sejong,47,4,42,1.0,38,3,0.0,1,1.0,2020-06-07
1414,07/06/2020,Gyeonggi,934,197,682,29.0,536,54,63.0,55,19.0,2020-06-07
1415,07/06/2020,Gangwon,58,16,35,17.0,18,0,0.0,7,0.0,2020-06-07
1416,07/06/2020,Chung- buk,61,9,42,6.0,27,7,2.0,10,1.0,2020-06-07
1417,07/06/2020,Chung- nam,148,13,125,0.0,123,1,1.0,10,0.0,2020-06-07
1418,07/06/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-06-07
1419,07/06/2020,Jeonnam,20,12,5,1.0,1,2,1.0,3,0.0,2020-06-07
1420,07/06/2020,Gyeong- buk,1383,16,1234,566.0,478,190,0.0,133,0.0,2020-06-07
1421,07/06/2020,Gyeong- nam,124,18,87,32.0,48,6,1.0,19,0.0,2020-06-07
1422,07/06/2020,Jeju,15,9,2,0.0,1,0,1.0,4,0.0,2020-06-07
1423,07/06/2020,Airport,547,547,0,0.0,0,0,0.0,0,2.0,2020-06-07
1424,07/06/2020,Total,11776,1292,9388,5213.0,2780,1236,159.0,1096,57.0,2020-06-07
1425,08/06/2020,Seoul,996,282,656,8.0,557,22,69.0,58,22.0,2020-06-08
1426,08/06/2020,Busan,147,29,88,12.0,57,18,1.0,30,0.0,2020-06-08
1427,08/06/2020,Daegu,6888,29,6118,4511.0,686,917,4.0,741,1.0,2020-06-08
1428,08/06/2020,Incheon,283,49,226,2.0,211,6,7.0,8,4.0,2020-06-08
1429,08/06/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0,2020-06-08
1430,08/06/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,0.0,2020-06-08
1431,08/06/2020,Ulsan,53,22,24,16.0,2,3,3.0,7,0.0,2020-06-08
1432,08/06/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-06-08
1433,08/06/2020,Gyeonggi,942,198,690,29.0,544,54,63.0,54,8.0,2020-06-08
1434,08/06/2020,Gangwon,58,16,35,17.0,18,0,0.0,7,0.0,2020-06-08
1435,08/06/2020,Chung- buk,61,9,42,6.0,27,7,2.0,10,0.0,2020-06-08
1436,08/06/2020,Chung- nam,148,13,125,0.0,123,1,1.0,10,0.0,2020-06-08
1437,08/06/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-06-08
1438,08/06/2020,Jeonnam,20,12,5,1.0,1,2,1.0,3,0.0,2020-06-08
1439,08/06/2020,Gyeong- buk,1383,16,1234,566.0,478,190,0.0,133,0.0,2020-06-08
1440,08/06/2020,Gyeong- nam,124,18,87,32.0,48,6,1.0,19,0.0,2020-06-08
1441,08/06/2020,Jeju,15,9,2,0.0,1,0,1.0,4,0.0,2020-06-08
1442,08/06/2020,Airport,550,550,0,0.0,0,0,0.0,0,3.0,2020-06-08
1443,08/06/2020,Total,11814,1297,9418,5213.0,2808,1238,159.0,1099,38.0,2020-06-08
1444,09/06/2020,Seoul,1015,283,674,8.0,576,21,69.0,58,19.0,2020-06-09
1445,09/06/2020,Busan,147,29,88,12.0,57,18,1.0,30,0.0,2020-06-09
1446,09/06/2020,Daegu,6888,29,6118,4511.0,686,917,4.0,741,0.0,2020-06-09
1447,09/06/2020,Incheon,286,49,229,2.0,214,6,7.0,8,3.0,2020-06-09
1448,09/06/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0,2020-06-09
1449,09/06/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,0.0,2020-06-09
1450,09/06/2020,Ulsan,53,22,24,16.0,2,3,3.0,7,0.0,2020-06-09
1451,09/06/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-06-09
1452,09/06/2020,Gyeonggi,955,199,700,29.0,555,53,63.0,56,13.0,2020-06-09
1453,09/06/2020,Gangwon,58,16,35,17.0,18,0,0.0,7,0.0,2020-06-09
1454,09/06/2020,Chung- buk,61,9,42,6.0,27,7,2.0,10,0.0,2020-06-09
1455,09/06/2020,Chung- nam,150,14,125,0.0,123,1,1.0,11,2.0,2020-06-09
1456,09/06/2020,Jeonbuk,21,10,6,1.0,5,0,0.0,5,0.0,2020-06-09
1457,09/06/2020,Jeonnam,20,12,5,1.0,1,2,1.0,3,0.0,2020-06-09
1458,09/06/2020,Gyeong- buk,1383,16,1234,566.0,478,190,0.0,133,0.0,2020-06-09
1459,09/06/2020,Gyeong- nam,125,18,87,32.0,48,6,1.0,20,1.0,2020-06-09
1460,09/06/2020,Jeju,15,9,2,0.0,1,0,1.0,4,0.0,2020-06-09
1461,09/06/2020,Airport,550,550,0,0.0,0,0,0.0,0,0.0,2020-06-09
1462,09/06/2020,Total,11852,1300,9449,5213.0,2841,1236,159.0,1103,38.0,2020-06-09
1463,10/06/2020,Seoul,1027,283,685,8.0,587,21,69.0,59,12.0,2020-06-10
1464,10/06/2020,Busan,147,29,88,12.0,57,18,1.0,30,0.0,2020-06-10
1465,10/06/2020,Daegu,6888,29,6118,4511.0,686,917,4.0,741,0.0,2020-06-10
1466,10/06/2020,Incheon,294,49,237,2.0,222,6,7.0,8,8.0,2020-06-10
1467,10/06/2020,Gwangju,32,16,16,9.0,0,1,6.0,0,0.0,2020-06-10
1468,10/06/2020,Daejeon,46,15,22,2.0,12,8,0.0,9,0.0,2020-06-10
1469,10/06/2020,Ulsan,53,22,24,16.0,2,3,3.0,7,0.0,2020-06-10
1470,10/06/2020,Sejong,47,4,42,1.0,38,3,0.0,1,0.0,2020-06-10
1471,10/06/2020,Gyeonggi,976,200,718,29.0,573,53,63.0,58,21.0,2020-06-10
1472,10/06/2020,Gangwon,59,16,36,17.0,19,0,0.0,7,1.0,2020-06-10
1473,10/06/2020,Chung- buk,61,9,42,6.0,27,7,2.0,10,0.0,2020-06-10
